Transcription	Gloss	Translation	Orthography	Notes	ID	RecordingQaulity	Date	Location	Speaker	Filename
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_03_09_21_134	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_134_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_03_23_21_078	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_078_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_03_23_21_079	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_079_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_03_23_21_080	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_080_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_03_23_21_081	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_081_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_099	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_099_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_100	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_100_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_101	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_101_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_102	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_102_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_103	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_103_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_104	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_104_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_105	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_105_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_106	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_106_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_107	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_107_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_108	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_108_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_109	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_109_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_05_01_21_110	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_110_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_10_26_21_058	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_058_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l	read-TH-INF	to read	կարդալ		NK_12_16_21_094	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_094_kɒɻtʰ-ɒ-l
kɒɻtʰ-ɒ-l-u e-m	read-TH-INF-FUT.CVB is-1SG	I will read	կարդալու եմ	i hear w glide, quotative	NK_03_23_21_077	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_077_kɒɻtʰ-ɒ-l-u e-m
kɒɻtʰ-ɒ-m	read-TH-1SG	(If) I read	կարդամ		NK_04_13_21_023	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_023_kɒɻtʰ-ɒ-m
kɒɻtʰ-ɒ-t͡sʰ	read-TH-AOR	he read.PST	կարդաց		NK_03_09_21_138	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_138_kɒɻtʰ-ɒ-t͡sʰ
kɒɻtʰ-ɒ-t͡sʰ-ɒt͡sʰ	read-TH-AOR-RPTCP	read (participle)	կարդացած		NK_03_23_21_083	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_083_kɒɻtʰ-ɒ-t͡sʰ-ɒt͡sʰ
kɒɻtʰ-ɒ-t͡sʰ-ɒt͡sʰ	read-TH-AOR-RPTCP	read (participle)	կարդացած		NK_03_23_21_084	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_084_kɒɻtʰ-ɒ-t͡sʰ-ɒt͡sʰ
kɒɻtʰ-ɒ-t͡sʰ-ɒt͡sʰ ɡiɻkʰ	read-TH-AOR-RPTCP book	a book that is read	կարդացած գիրք	weird background noies	NK_03_23_21_082	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_082_kɒɻtʰ-ɒ-t͡sʰ-ɒt͡sʰ ɡiɻkʰ
kɒɻtʰ-ɒ-t͡sʰ-ekʰ	read-TH-AOR-IMP.2PL	read.PL!	կարդացէք		NK_03_09_21_135	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_135_kɒɻtʰ-ɒ-t͡sʰ-ekʰ
kɒɻtʰ-ɒ-t͡sʰ-i-m	read-TH-AOR-PST-1SG	I read.PST	կարդացիմ		NK_03_09_21_136	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_136_kɒɻtʰ-ɒ-t͡sʰ-i-m
kɒɻtʰ-ɒ-t͡sʰ-i-ɻ	read-TH-AOR-PST-2SG	you.SG read.PST	կարդացիր		NK_03_09_21_137	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_137_kɒɻtʰ-ɒ-t͡sʰ-i-ɻ
kɒɻtʰ-ɒ-t͡sʰ-oʁ ɒ	read-TH-AOR-SPTCP is	he is a reader	կարդացող ա	Q	NK_03_23_21_085	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_085_kɒɻtʰ-ɒ-t͡sʰ-oʁ ɒ
kɒtʰ	milk	milk	կաթ		NK_10_26_21_059	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_059_kɒtʰ
kɒtu	cat	cat	կատու		NK_10_26_21_063	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_063_kɒtu
kɒtu	cat	cat	կատու		NK_10_26_21_064	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_064_kɒtu
kɒtu	cat	cat	կատու		NK_10_26_21_065	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_065_kɒtu
kɒtu	cat	cat	կատու		NK_12_16_21_104	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_104_kɒtu
kɒtu-n	cat-DEF	the cat	կատուն		NK_12_16_21_097	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_097_kɒtu-n
kɒtu-n ɒ	cat-DEF is	is the cat	կատուն ա		NK_12_16_21_095	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_095_kɒtu-n ɒ
kɒtu-n el	cat-DEF also	also the cat	կատուն էլ		NK_12_16_21_096	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_096_kɒtu-n el
kɒtu-s	cat-POSS.1SG	my cat	կատուս		NK_12_16_21_101	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_101_kɒtu-s
kɒtu-s	cat-POSS.1SG	my cat	կատուս		NK_12_16_21_102	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_102_kɒtu-s
kɒtu-s ɒ	cat-POSS.1SG is	is my cat	կատուս ա		NK_12_16_21_098	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_098_kɒtu-s ɒ
kɒtu-s el	cat-POSS.1SG also	also my cat	կատուս էլ		NK_12_16_21_100	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_100_kɒtu-s el
kɒtu-s el ɒ	cat-POSS.1SG also is	It is also my cat	կատուս էլ ա		NK_12_16_21_099	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_099_kɒtu-s el ɒ
kɒtu-t	cat-POSS.2SG	your.SG cat	կատուդ		NK_10_26_21_060	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_060_kɒtu-t
kɒtu-t	cat-POSS.2SG	your.SG cat	կատուդ		NK_10_26_21_061	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_061_kɒtu-t
kɒtu-t	cat-POSS.2SG	your.SG cat	կատուդ		NK_10_26_21_062	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_062_kɒtu-t
kɒtu-t	cat-POSS.2SG	your cat	կատուդ		NK_12_16_21_103	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_103_kɒtu-t
kɒtuw e-m	cat is-1SG	I am a cat	կատու եմ		NK_12_16_21_105	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_105_kɒtuw e-m
kɒtuw el e-m	cat also is-1SG	I am also a cat	կատու էլ էմ		NK_12_16_21_106	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_106_kɒtuw el e-m
kɒtuw el e-m	cat also is-1SG	I am also a cat	կատու էլ էմ		NK_12_16_21_107	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_107_kɒtuw el e-m
kɒtuw el e-m	cat also is-1SG	I am also a cat	կատու էլ էմ		NK_12_16_21_108	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_108_kɒtuw el e-m
kɒtuw el e-m	cat also is-1SG	I am also a cat	կատու էլ եմ		NK_12_16_21_109	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_109_kɒtuw el e-m
keɻ-eɻ el e-m	eat-PERF.CVB also is-1SG	I have also eaten	կերեր ել էմ		NK_12_16_21_110	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_110_keɻ-eɻ el e-m
keɻ-eɻ el e-m	eat-PERF.CVB also is-1SG	I have also eaten	կերեր ել էմ		NK_12_16_21_111	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_111_keɻ-eɻ el e-m
keɻɒkuɻ	food	food	կերակուր		NK_03_23_21_086	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_086_keɻɒkuɻ
keɻɒkuɻ-ə voɻteʁ ɒ	food-DEF where is	where is the food?	կերակուրը որտե՞ղ ա		NK_02_15_22_036	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_036_keɻɒkuɻ-ə voɻteʁ ɒ
keɻɒkuɻ-ət int͡ʃʰpes ɒ	food-POSS.2SG how is	how is your food?	կերակուրդ ինչպէ՞ս ա		NK_02_15_22_037	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_037_keɻɒkuɻ-ət int͡ʃʰpes ɒ
keɻeɻ e-m	eat-PERF.CVB is-1SG	I have eaten	կերեր եմ		NK_12_16_21_112	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_112_keɻeɻ e-m
kə-bern-e-m kʰez	COND-hold-TH-1SG you.SG.DAT	I will hold you.SG	կը բռնեմ քեզ		NK_03_09_21_141	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_141_kə-bern-e-m kʰez
kə-bərn-e-m-ət	COND-hold-TH-1SG-POSS.2SG	I will hold you.SG	կը բռնեմդ		NK_03_09_21_142	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_142_kə-bərn-e-m-ət
kə-bərn-e-m-ət	COND-hold-TH-1SG-POSS.2SG	I will hold you.SG	կը բռնեմդ		NK_03_09_21_143	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_143_kə-bərn-e-m-ət
kə-ɡəɻ-e-m	COND-write-TH-1SG	I shall write	կը գրեմ		NK_03_23_21_087	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_087_kə-ɡəɻ-e-m
kə-jeɻkʰ-e-m	COND-sing-TH-1SG	I shall sing	կը երգեմ		NK_03_09_21_144	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_144_kə-jeɻkʰ-e-m
kə-jeɻkʰ-e-m	COND-sing-TH-1SG	I shall sing	կը երգեմ		NK_03_09_21_145	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_145_kə-jeɻkʰ-e-m
kə-jeɻkʰ-e-m	COND-sing-TH-1SG	I shall sing	կը երգեմ		NK_03_09_21_146	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_146_kə-jeɻkʰ-e-m
kə-jeɻkʰ-e-m	COND-sing-TH-1SG	I shall sing	կը երգեմ		NK_03_09_21_147	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_147_kə-jeɻkʰ-e-m
kə-jeɻkʰ-e-n	COND-sing-TH-3PL	they shall sing	կը երգեն		NK_03_09_21_148	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_148_kə-jeɻkʰ-e-n
kə-jeɻkʰ-e-ŋkʰ	COND-sing-TH-1PL	we shall sing	կը երգենք		NK_03_09_21_149	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_149_kə-jeɻkʰ-e-ŋkʰ
kə-jeɻkʰ-e-s	COND-sing-TH-2SG	you.SG shall sing	կը երգես		NK_03_09_21_150	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_150_kə-jeɻkʰ-e-s
kə-jeɻkʰ-i	COND-sing-TH	he shall sing	կը երգի		NK_03_09_21_151	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_151_kə-jeɻkʰ-i
kə-jeɻkʰ-i	COND-sing-TH	he shall sing	կը երգի		NK_03_09_21_152	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_152_kə-jeɻkʰ-i
kə-k-ɒ-m	COND-come-TH-1SG	I will come	կը գամ		NK_03_23_21_088	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_088_kə-k-ɒ-m
kə-k-ɒ-m	COND-come-TH-1SG	I shall come	կը գամ	halted	NK_03_23_21_089	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_089_kə-k-ɒ-m
kə-kɒɻtʰ-ɒ-m	COND-read-TH-1SG	I shall read	կը կարդամ		NK_03_23_21_090	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_090_kə-kɒɻtʰ-ɒ-m
kə-kɒɻtʰ-ɒ-m	COND-read-TH-1SG	I shall read	կը կարդամ	quotative	NK_03_23_21_091	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_091_kə-kɒɻtʰ-ɒ-m
kə-kɒɻtʰ-ɒ-m	COND-read-TH-1SG	I shall read	կը կարդամ		NK_03_23_21_092	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_092_kə-kɒɻtʰ-ɒ-m
kə-kʰən-ɒ-t͡sʰn-e-m	COND-sleep-TH-CAUS-TH-1SG	I will make him sleep	կը քնացնեմ		NK_03_23_21_093	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_093_kə-kʰən-ɒ-t͡sʰn-e-m
kə-kʰən-ɒ-t͡sʰn-e-m	COND-sleep-TH-CAUS-TH-1SG	I will make him sleep	կը քնացնեմ		NK_03_23_21_094	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_094_kə-kʰən-ɒ-t͡sʰn-e-m
kə-kʰən-e-m	COND-sleep-TH-1SG	I shall sleep	կը քնեմ		NK_03_23_21_095	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_095_kə-kʰən-e-m
kə-kʰən-t͡sʰən-e-m	COND-sleep-TH-CAUS-TH-1SG	I will make him sleep	կը քնցնեմ		NK_03_23_21_096	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_096_kə-kʰən-t͡sʰən-e-m
kə-mɒt͡ʃʰ-e-m	COND-kiss-TH-1SG	I shall kiss	կը մաչեմ		NK_05_01_21_111	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_111_kə-mɒt͡ʃʰ-e-m
kə-mɒt͡ʃʰ-e-m	COND-kiss-TH-1SG	I shall kiss	կը մաչեմ		NK_05_01_21_112	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_112_kə-mɒt͡ʃʰ-e-m
kə-mɒt͡ʃʰ-e-m kʰez	COND-kiss-TH-1SG you.SG.DAT	I will kiss you.SG	կը մաչեմ քեզ		NK_03_09_21_153	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_153_kə-mɒt͡ʃʰ-e-m kʰez
kə-pʰəntʰr-e-m	COND-look.for-TH-1SG	I shall look for	feels its aspirated tʰ but i dont see it, maybe variable	feels its aspirated tʰ but i dont see it, maybe variable	NK_05_01_21_113	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_113_kə-pʰəntʰr-e-m
kə-pʰəntr-e-m	COND-look.for-TH-1SG	I shall look for	կը փնտռեմ	feels its aspirated tʰ but i dont see it, maybe variable	NK_05_01_21_114	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_114_kə-pʰəntr-e-m
kə-siɻ-e-m	COND-like-TH-1SG	I shall like	կը սիրեմ		NK_03_23_21_097	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_097_kə-siɻ-e-m
kə-spɒn-e-m kʰez	COND-kill-TH-1SG you.SG.DAT	I shall kill you.SG	կը սպանեմ քեզ		NK_03_09_21_154	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_154_kə-spɒn-e-m kʰez
kə-spɒn-e-m-ət	COND-kill-TH-1SG-POSS.2SG	I shall kill you.SG	կը սպանեմդ		NK_03_09_21_155	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_155_kə-spɒn-e-m-ət
kə-tɒn-e-m	COND-take-TH-1SG	I shall take	կը տանեմ		NK_05_01_21_115	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_115_kə-tɒn-e-m
kə-tɒn-e-m	COND-take-TH-1SG	I shall take	կը տանեմ		NK_05_01_21_116	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_116_kə-tɒn-e-m
kə-tes-n-e-m	COND-see-VX-TH-1SG	I shall see	կը տեսնեմ		NK_05_01_21_117	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_117_kə-tes-n-e-m
kə-tes-n-e-m	COND-see-VX-TH-1SG	I shall see	կը տեսնեմ		NK_05_01_21_118	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_118_kə-tes-n-e-m
kə-tes-n-e-m	COND-see-VX-TH-1SG	I shall see	կը տեսնեմ		NK_05_01_21_119	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_119_kə-tes-n-e-m
kə-zɒŋɡ-e-m	COND-call-TH-1SG	I shall call	կը զանգեմ		NK_05_01_21_120	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_120_kə-zɒŋɡ-e-m
kə-zɒŋɡ-e-m	COND-call-TH-1SG	I shall call	կը զանգեմ		NK_05_01_21_121	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_121_kə-zɒŋɡ-e-m
kə-χeχt-e-m	COND-strangle-TH-1SG	I shall strangle	կը խեղդեմ		NK_05_01_21_122	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_122_kə-χeχt-e-m
kə-χeχt-e-m	COND-strangle-TH-1SG	I shall strangle	կը խեղդեմ		NK_05_01_21_123	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_123_kə-χeχt-e-m
kə-χeχt-e-m-ət	COND-strangle-TH-1SG-POSS.2SG	I shall strangle you.SG	կը խեղդեմդ		NK_03_09_21_156	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_156_kə-χeχt-e-m-ət
kə-χəp-e-n ind͡z	COND-hit-TH-3PL I.DAT	They shall hit me	կը խփեն ինձ		NK_02_15_22_038	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_038_kə-χəp-e-n ind͡z
kə-χəp-e-n ind͡z	COND-hit-TH-3PL I.DAT	They shall hit me	կը խփեն ինձ		NK_02_15_22_039	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_039_kə-χəp-e-n ind͡z
kə-χəp-e-n ind͡z	COND-hit-TH-3PL I.DAT	They shall hit me	կը խփեն ինձ		NK_02_15_22_040	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_040_kə-χəp-e-n ind͡z
kə-χəpʰ-e-m	COND-hit-TH-1SG	I shall hit	կը խփեմ		NK_05_01_21_124	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_124_kə-χəpʰ-e-m
kə-χəpʰ-e-m	COND-hit-TH-1SG	I shall hit	կը խփեմ		NK_05_01_21_125	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_125_kə-χəpʰ-e-m
kə-χəpʰ-e-s ind͡z	COND-hit-TH-2SG I.DAT	You shall hit me	կը խփես ինձ		NK_02_15_22_041	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_041_kə-χəpʰ-e-s ind͡z
kə-χəpʰ-e-s ind͡z	COND-hit-TH-2SG I.DAT	You shall hit me	կը խփես ինձ		NK_02_15_22_042	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_042_kə-χəpʰ-e-s ind͡z
kə-χəpʰ-em-ət	COND-hit-TH-1SG-POSS.2SG	I shall hit you	կը խփեմդ		NK_05_01_21_126	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_126_kə-χəpʰ-em-ət
kət͡su	spicy	spicy	կծու		NK_10_26_21_066	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_066_kət͡su
kʰɒd͡ʒ	brave	brave	քաջ		NK_10_26_21_069	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_069_kʰɒd͡ʒ
kʰɒd͡ʒ	brave	brave	քաջ		NK_10_26_21_070	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_070_kʰɒd͡ʒ
kʰɒd͡ʒ-eɻ-ə	brave-PL-DEF	the brave	քաջերը		NK_10_26_21_067	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_067_kʰɒd͡ʒ-eɻ-ə
kʰɒd͡ʒ-eɻ-ə	brave-PL-DEF	the brave	քաջերը		NK_10_26_21_068	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_068_kʰɒd͡ʒ-eɻ-ə
kʰɒjl-e-l	walk-TH-INF	to walk	քայլել		NK_05_01_21_127	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_127_kʰɒjl-e-l
kʰɒjl-e-l	walk-TH-INF	to walk	քայլել		NK_05_01_21_128	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_128_kʰɒjl-e-l
kʰɒɻ	rock	rock	քար		NK_03_23_21_098	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_098_kʰɒɻ
kʰɒɻ	rock	rock	քար		NK_03_23_21_099	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_099_kʰɒɻ
kʰɒɻ	rock	rock	քար		NK_05_01_21_129	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_129_kʰɒɻ
kʰɒɻ	rock	rock	քար		NK_05_01_21_130	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_130_kʰɒɻ
kʰɒɻ	rock	rock	քար		NK_05_01_21_131	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_131_kʰɒɻ
kʰɒɻ	rock	rock	քար		NK_05_01_21_132	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_132_kʰɒɻ
kʰɒɻ	rock	rock	քար		NK_05_01_21_133	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_133_kʰɒɻ
kʰɒɻ	rock	rock	քար		NK_05_01_21_134	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_134_kʰɒɻ
kʰɒɻ	rock	rock	քար		NK_10_26_21_071	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_071_kʰɒɻ
kʰɒɻ	rock	rock	քար		NK_10_26_21_072	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_072_kʰɒɻ
kʰɒɻ	rock	rock	քար		NK_10_26_21_073	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_073_kʰɒɻ
kʰɒʁɒkʰ	country	country	քաղաք		NK_10_26_21_074	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_074_kʰɒʁɒkʰ
kʰez	you.SG.DAT	you	քեզ		NK_05_01_21_135	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_135_kʰez
kʰez	you.SG.DAT	you	քեզ		NK_05_01_21_136	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_136_kʰez
kʰez	you.SG.DAT	you	քեզ		NK_05_01_21_137	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_137_kʰez
kʰez-n-it͡sʰ	you.SG-NX-ABL	from you.SG	քեզնից		NK_12_16_21_113	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_113_kʰez-n-it͡sʰ
kʰən-e-l	sleep-TH-INF	to sleep	քնել		NK_03_23_21_100	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_100_kʰən-e-l
kʰən-e-l	sleep-TH-INF	to sleep	քնել	l tainted by following vowel	NK_03_23_21_101	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_101_kʰən-e-l
kʰən-t͡sʰən-e-m	sleep-TH-CAUS-TH-1SG	(If) I make him sleep	քնցնեմ		NK_03_23_21_102	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_102_kʰən-t͡sʰən-e-m
kʰitʰ	nose	nose	քիթ		NK_10_26_21_075	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_075_kʰitʰ
kʰit͡ʃʰ	few	few	քիչ		NK_10_26_21_076	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_076_kʰit͡ʃʰ
kʰo het	you.SG.GEN with	with you.SG	քո հետ		NK_12_16_21_114	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_114_kʰo het
kʰo k-ɒ-l-ət	you.SG.GEN come-TH-INF-POSS.2SG	your.SG coming	քո գալդ		NK_03_23_21_103	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_103_kʰo k-ɒ-l-ət
kʰo k-ɒ-l-ət	you.SG.GEN come-TH-INF-POSS.2SG	your.SG coming	քո գալդ		NK_03_23_21_104	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_104_kʰo k-ɒ-l-ət
kʰo k-ɒ-l-ət	you.SG.GEN come-TH-INF-POSS.2SG	your.SG coming	քո գալդ		NK_03_23_21_105	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_105_kʰo k-ɒ-l-ət
kʰo k-ɒ-l-ət	you.SG.GEN come-TH-INF-POSS.2SG	your.SG coming	քո գալդ	elided t because of following word	NK_03_23_21_106	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_106_kʰo k-ɒ-l-ət
